time,tsi,dni,ghi,temp,atm,rh,power,cap
2019-04-18 12:15:00,966.0,203.0,208.0,22.5,905.4,6.3,38.247,50.0
2019-04-18 12:30:00,805.0,166.0,195.0,22.2,905.0,5.4,38.89073,50.0
2019-04-18 12:45:00,993.0,195.0,185.0,22.8,904.5,4.7,43.47573,50.0
2019-04-18 13:00:00,996.0,113.0,198.0,23.3,904.5,3.7,44.466267,50.0
2019-04-18 13:15:00,901.0,106.0,212.0,23.7,904.3,2.7,43.5668,50.0
2019-04-18 13:30:00,933.0,94.0,225.0,23.9,904.1,2.5,40.7028,50.0
2019-04-18 13:45:00,981.0,84.0,244.0,24.2,904.1,2.4,40.995266,50.0
2019-04-18 14:00:00,1006.0,91.0,251.0,24.7,903.9,2.5,40.349197,50.0
2019-04-18 14:15:00,1046.0,112.0,220.0,24.8,903.8,1.8,40.893265,50.0
2019-04-18 14:30:00,1106.0,142.0,225.0,25.2,903.7,1.9,43.347,50.0
2019-04-18 14:45:00,861.0,105.0,216.0,25.4,903.4,2.0,35.468266,50.0
2019-04-18 15:00:00,535.0,50.0,207.0,25.4,903.5,2.1,32.233067,50.0
2019-04-18 15:15:00,824.0,120.0,199.0,25.6,903.1,2.4,35.4842,50.0
2019-04-18 15:30:00,886.0,131.0,217.0,25.8,903.1,2.5,35.074863,50.0
2019-04-18 15:45:00,790.0,123.0,216.0,26.5,903.0,1.6,35.056465,50.0
2019-04-18 16:00:00,861.0,157.0,238.0,26.2,903.0,2.3,33.1842,50.0
2019-04-18 16:15:00,811.0,151.0,254.0,26.9,902.7,2.4,28.835466,50.0
2019-04-18 16:30:00,726.0,147.0,225.0,26.5,902.5,2.2,27.293133,50.0
2019-04-18 16:45:00,638.0,121.0,202.0,26.9,902.6,2.1,27.507265,50.0
2019-04-18 17:00:00,752.0,143.0,207.0,26.7,902.4,2.1,26.511799,50.0
2019-04-18 17:15:00,534.0,104.0,173.0,26.5,902.3,1.9,22.604532,50.0
2019-04-18 17:30:00,518.0,92.0,170.0,26.6,902.4,1.8,21.002466,50.0
2019-04-18 17:45:00,378.0,58.0,166.0,26.3,902.2,2.1,14.702466,50.0
2019-04-18 18:00:00,231.0,16.0,157.0,26.3,902.2,1.3,9.9192,50.0
2019-04-18 18:15:00,276.0,43.0,166.0,26.3,902.4,1.0,11.274933,50.0
2019-04-18 18:30:00,297.0,91.0,130.0,26.3,902.6,1.6,10.231199,50.0
2019-04-18 18:45:00,147.0,49.0,73.0,26.0,902.6,1.8,5.738133,50.0
2019-04-18 19:00:00,84.0,8.0,67.0,25.6,902.5,1.9,3.369267,50.0
2019-04-18 19:15:00,81.0,10.0,70.0,25.4,902.8,2.2,2.958,50.0
2019-04-18 19:30:00,54.0,4.0,45.0,25.0,903.1,2.3,1.874,50.0
2019-04-18 19:45:00,38.0,1.0,36.0,24.8,903.1,2.2,1.231733,50.0
2019-04-18 20:00:00,15.0,1.0,17.0,24.4,903.4,2.3,0.317467,50.0
2019-04-18 20:15:00,1.0,1.0,2.0,23.9,903.8,2.4,0.0,50.0
2019-04-18 20:30:00,0.0,1.0,0.0,23.5,904.0,2.8,0.0,50.0
2019-04-18 20:45:00,0.0,0.0,0.0,23.1,904.2,3.3,0.0,50.0
2019-04-18 21:00:00,0.0,1.0,0.0,22.5,904.3,3.6,0.0,50.0
2019-04-18 21:15:00,0.0,1.0,0.0,22.1,904.4,4.0,0.0,50.0
2019-04-18 21:30:00,0.0,0.0,0.0,22.1,904.5,4.1,0.0,50.0
2019-04-18 21:45:00,0.0,0.0,0.0,22.4,904.8,3.5,0.0,50.0
2019-04-18 22:00:00,0.0,1.0,0.0,21.9,905.1,3.6,0.0,50.0
2019-04-18 22:15:00,0.0,0.0,0.0,21.8,905.2,3.1,0.0,50.0
2019-04-18 22:30:00,0.0,0.0,0.0,21.3,905.3,3.4,0.0,50.0
2019-04-18 22:45:00,0.0,1.0,0.0,20.9,905.5,4.1,0.0,50.0
2019-04-18 23:00:00,0.0,0.0,0.0,21.1,905.6,3.9,0.0,50.0
2019-04-18 23:15:00,0.0,0.0,0.0,20.7,905.8,4.2,0.0,50.0
2019-04-18 23:30:00,0.0,0.0,0.0,20.5,905.8,4.5,0.0,50.0
2019-04-18 23:45:00,0.0,0.0,0.0,20.7,905.9,4.2,0.0,50.0
2019-04-19 00:00:00,0.0,0.0,0.0,20.5,906.0,4.5,0.0,50.0
2019-04-19 00:15:00,0.0,0.0,0.0,20.1,906.0,4.6,0.0,50.0
2019-04-19 00:30:00,0.0,0.0,0.0,20.2,906.1,4.4,0.0,50.0
2019-04-19 00:45:00,0.0,0.0,0.0,19.9,906.0,4.4,0.0,50.0
2019-04-19 01:00:00,0.0,0.0,0.0,19.8,906.2,4.3,0.0,50.0
2019-04-19 01:15:00,0.0,0.0,0.0,19.6,906.2,4.4,0.0,50.0
2019-04-19 01:30:00,0.0,0.0,0.0,19.8,906.3,4.4,0.0,50.0
2019-04-19 01:45:00,0.0,0.0,0.0,19.7,906.5,4.5,0.0,50.0
2019-04-19 02:00:00,0.0,0.0,0.0,19.6,906.4,4.6,0.0,50.0
2019-04-19 02:15:00,0.0,0.0,0.0,19.7,906.2,4.2,0.0,50.0
2019-04-19 02:30:00,0.0,0.0,0.0,19.5,906.2,4.2,0.0,50.0
2019-04-19 02:45:00,0.0,0.0,0.0,19.4,906.5,4.2,0.0,50.0
2019-04-19 03:00:00,0.0,0.0,0.0,19.6,906.4,4.2,0.0,50.0
2019-04-19 03:15:00,0.0,1.0,0.0,19.4,906.4,4.2,0.0,50.0
2019-04-19 03:30:00,0.0,0.0,0.0,19.4,906.5,4.3,0.0,50.0
2019-04-19 03:45:00,0.0,0.0,0.0,19.4,906.4,4.0,0.0,50.0
2019-04-19 04:00:00,0.0,0.0,0.0,19.1,906.4,4.2,0.0,50.0
2019-04-19 04:15:00,0.0,0.0,0.0,18.6,906.5,4.8,0.0,50.0
2019-04-19 04:30:00,0.0,0.0,0.0,18.7,906.5,4.6,0.0,50.0
2019-04-19 04:45:00,0.0,0.0,0.0,18.6,906.7,4.6,0.0,50.0
2019-04-19 05:00:00,0.0,1.0,0.0,18.2,906.8,4.7,0.0,50.0
2019-04-19 05:15:00,0.0,0.0,0.0,18.1,907.0,5.1,0.0,50.0
2019-04-19 05:30:00,0.0,1.0,0.0,17.8,906.8,6.5,0.0,50.0
2019-04-19 05:45:00,0.0,0.0,0.0,17.7,906.9,6.6,0.0,50.0
2019-04-19 06:00:00,0.0,0.0,0.0,17.8,907.1,6.9,0.0,50.0
2019-04-19 06:15:00,0.0,1.0,0.0,17.4,907.3,7.8,0.0,50.0
2019-04-19 06:30:00,0.0,0.0,0.0,17.4,907.5,8.6,0.0,50.0
2019-04-19 06:45:00,0.0,0.0,0.0,17.3,908.0,9.2,0.0,50.0
2019-04-19 07:00:00,4.0,0.0,5.0,17.4,908.0,10.4,0.0,50.0
2019-04-19 07:15:00,16.0,0.0,16.0,17.4,908.3,10.3,0.323533,50.0
2019-04-19 07:30:00,31.0,0.0,31.0,17.5,908.5,10.5,0.951067,50.0
2019-04-19 07:45:00,51.0,1.0,50.0,17.6,908.7,10.6,1.813867,50.0
2019-04-19 08:00:00,71.0,0.0,70.0,18.0,909.0,10.2,2.879867,50.0
2019-04-19 08:15:00,110.0,0.0,105.0,18.3,909.2,10.0,4.567267,50.0
2019-04-19 08:30:00,163.0,7.0,128.0,18.8,909.4,9.7,6.4178,50.0
2019-04-19 08:45:00,187.0,8.0,147.0,19.2,909.5,8.6,8.031933,50.0
2019-04-19 09:00:00,257.0,14.0,167.0,19.6,909.6,8.0,10.6066,50.0
2019-04-19 09:15:00,328.0,33.0,182.0,20.3,909.6,7.2,13.305933,50.0
2019-04-19 09:30:00,376.0,25.0,201.0,20.6,909.8,6.4,15.628866,50.0
2019-04-19 09:45:00,423.0,25.0,214.0,20.8,909.9,5.9,17.529,50.0
2019-04-19 10:00:00,512.0,23.0,238.0,21.1,910.0,5.7,19.419933,50.0
2019-04-19 10:15:00,561.0,24.0,246.0,21.6,910.0,5.1,22.739931,50.0
2019-04-19 10:30:00,582.0,20.0,263.0,22.2,910.2,4.8,23.610666,50.0
2019-04-19 10:45:00,568.0,19.0,289.0,21.9,910.5,4.7,24.8426,50.0
2019-04-19 11:00:00,631.0,18.0,302.0,22.5,910.5,4.2,26.802067,50.0
2019-04-19 11:15:00,684.0,22.0,310.0,22.4,910.5,3.9,27.790798,50.0
2019-04-19 11:30:00,766.0,23.0,309.0,23.4,910.5,3.4,30.893467,50.0
2019-04-19 11:45:00,755.0,26.0,295.0,23.7,910.6,3.2,30.701332,50.0
2019-04-19 12:00:00,801.0,31.0,287.0,23.4,910.6,3.8,33.8718,50.0
2019-04-19 12:15:00,889.0,36.0,283.0,24.0,910.6,3.3,38.013065,50.0
2019-04-19 12:30:00,945.0,40.0,346.0,24.1,910.5,3.4,30.720934,50.0
2019-04-19 12:45:00,668.0,24.0,401.0,24.8,910.4,2.4,23.6836,50.0
2019-04-19 13:00:00,633.0,29.0,307.0,24.0,910.3,3.5,35.4074,50.0
2019-04-19 13:15:00,1041.0,71.0,308.0,25.4,910.0,2.3,38.852734,50.0
2019-04-19 13:30:00,648.0,29.0,385.0,25.4,909.9,2.0,26.3538,50.0
2019-04-19 13:45:00,872.0,40.0,330.0,26.3,909.8,1.0,34.194,50.0
2019-04-19 14:00:00,913.0,42.0,354.0,25.7,909.7,1.5,35.877598,50.0
2019-04-19 14:15:00,876.0,47.0,347.0,26.3,909.5,0.8,36.3294,50.0
2019-04-19 14:30:00,898.0,58.0,339.0,26.0,909.4,0.8,36.517998,50.0
2019-04-19 14:45:00,863.0,56.0,347.0,26.5,909.5,0.3,31.771198,50.0
2019-04-19 15:00:00,884.0,68.0,326.0,26.7,909.2,0.2,33.315598,50.0
2019-04-19 15:15:00,829.0,75.0,293.0,26.8,909.1,0.1,34.54013,50.0
2019-04-19 15:30:00,881.0,90.0,268.0,26.6,908.7,0.0,32.833534,50.0
2019-04-19 15:45:00,827.0,85.0,300.0,27.1,908.4,0.0,30.651,50.0
2019-04-19 16:00:00,563.0,43.0,289.0,27.0,908.3,0.0,18.6568,50.0
2019-04-19 16:15:00,391.0,9.0,289.0,26.9,908.3,0.0,18.347733,50.0
2019-04-19 16:30:00,377.0,13.0,264.0,26.5,908.2,0.4,24.375265,50.0
2019-04-19 16:45:00,643.0,80.0,267.0,27.0,908.0,0.6,20.835732,50.0
2019-04-19 17:00:00,492.0,45.0,215.0,26.5,908.0,0.7,15.488399,50.0
2019-04-19 17:15:00,560.0,82.0,185.0,27.0,907.7,0.7,23.289799,50.0
2019-04-19 17:30:00,610.0,93.0,151.0,27.2,907.6,0.7,23.583866,50.0
2019-04-19 17:45:00,518.0,94.0,121.0,27.0,907.6,0.6,19.808466,50.0
2019-04-19 18:00:00,483.0,111.0,115.0,26.6,907.5,1.7,17.9368,50.0
2019-04-19 18:15:00,395.0,103.0,91.0,27.1,907.7,1.4,15.152066,50.0
2019-04-19 18:30:00,301.0,91.0,75.0,27.1,907.7,1.2,12.094333,50.0
2019-04-19 18:45:00,242.0,95.0,66.0,26.7,907.7,1.2,9.047466,50.0
2019-04-19 19:00:00,180.0,87.0,56.0,26.6,907.8,0.9,6.076133,50.0
2019-04-19 19:15:00,118.0,68.0,46.0,26.5,907.8,1.2,3.538667,50.0
2019-04-19 19:30:00,82.0,61.0,40.0,26.1,907.9,1.2,2.160933,50.0
2019-04-19 19:45:00,56.0,49.0,30.0,25.9,907.9,1.5,1.191067,50.0
2019-04-19 20:00:00,29.0,26.0,18.0,25.6,908.2,1.7,0.4988,50.0
2019-04-19 20:15:00,6.0,3.0,6.0,25.1,908.5,1.7,0.033733,50.0
2019-04-19 20:30:00,0.0,1.0,0.0,24.5,908.7,2.4,0.0,50.0
2019-04-19 20:45:00,0.0,1.0,0.0,24.1,908.8,2.8,0.0,50.0
2019-04-19 21:00:00,0.0,1.0,0.0,23.6,909.0,3.5,0.0,50.0
2019-04-19 21:15:00,0.0,1.0,0.0,23.0,909.1,3.9,0.0,50.0
2019-04-19 21:30:00,0.0,1.0,0.0,22.7,909.5,4.7,0.0,50.0
2019-04-19 21:45:00,0.0,0.0,0.0,22.6,909.5,5.2,0.0,50.0
2019-04-19 22:00:00,0.0,1.0,0.0,22.3,909.7,5.8,0.0,50.0
2019-04-19 22:15:00,0.0,0.0,0.0,21.7,909.8,6.5,0.0,50.0
2019-04-19 22:30:00,0.0,0.0,0.0,21.5,910.0,7.0,0.0,50.0
2019-04-19 22:45:00,0.0,0.0,0.0,20.9,909.8,7.2,0.0,50.0
2019-04-19 23:00:00,0.0,0.0,0.0,20.0,909.9,7.9,0.0,50.0
2019-04-19 23:15:00,0.0,0.0,0.0,19.5,909.8,8.4,0.0,50.0
2019-04-19 23:30:00,0.0,0.0,0.0,19.3,909.8,9.0,0.0,50.0
2019-04-19 23:45:00,0.0,0.0,0.0,19.5,909.8,9.0,0.0,50.0
2019-04-20 00:00:00,0.0,0.0,0.0,19.3,909.7,9.5,0.0,50.0
2019-04-20 00:15:00,0.0,0.0,0.0,19.6,909.5,9.8,0.0,50.0
2019-04-20 00:30:00,0.0,0.0,0.0,19.5,909.4,9.9,0.0,50.0
2019-04-20 00:45:00,0.0,1.0,0.0,18.8,909.4,10.6,0.0,50.0
2019-04-20 01:00:00,0.0,1.0,0.0,17.9,909.4,11.5,0.0,50.0
2019-04-20 01:15:00,0.0,1.0,0.0,17.9,909.5,11.5,0.0,50.0
2019-04-20 01:30:00,0.0,0.0,0.0,17.8,909.3,11.8,0.0,50.0
2019-04-20 01:45:00,0.0,0.0,0.0,17.8,909.4,11.6,0.0,50.0
2019-04-20 02:00:00,0.0,2.0,0.0,16.4,909.6,13.6,0.0,50.0
2019-04-20 02:15:00,0.0,0.0,0.0,16.5,909.7,14.3,0.0,50.0
2019-04-20 02:30:00,0.0,0.0,0.0,17.3,909.5,15.7,0.0,50.0
2019-04-20 02:45:00,0.0,1.0,0.0,16.8,909.3,17.9,0.0,50.0
2019-04-20 03:00:00,0.0,0.0,0.0,16.5,909.0,19.8,0.0,50.0
2019-04-20 03:15:00,0.0,0.0,0.0,16.5,909.0,20.4,0.0,50.0
2019-04-20 03:30:00,0.0,0.0,0.0,16.5,909.0,20.1,0.0,50.0
2019-04-20 03:45:00,0.0,0.0,0.0,16.1,909.1,19.9,0.0,50.0
2019-04-20 04:00:00,0.0,0.0,0.0,16.5,909.1,19.6,0.0,50.0
2019-04-20 04:15:00,0.0,0.0,0.0,16.1,909.0,19.6,0.0,50.0
2019-04-20 04:30:00,0.0,0.0,0.0,16.3,909.0,19.2,0.0,50.0
2019-04-20 04:45:00,0.0,0.0,0.0,15.9,909.0,19.6,0.0,50.0
2019-04-20 05:00:00,0.0,1.0,0.0,15.6,908.9,19.9,0.0,50.0
2019-04-20 05:15:00,0.0,0.0,0.0,15.9,908.8,19.4,0.0,50.0
2019-04-20 05:30:00,0.0,1.0,0.0,15.7,908.7,19.5,0.0,50.0
2019-04-20 05:45:00,0.0,0.0,0.0,15.6,908.5,19.9,0.0,50.0
2019-04-20 06:00:00,0.0,0.0,0.0,15.6,908.6,20.3,0.0,50.0
2019-04-20 06:15:00,0.0,0.0,0.0,15.6,908.5,21.0,0.0,50.0
2019-04-20 06:30:00,0.0,0.0,0.0,15.7,908.6,21.2,0.0,50.0
2019-04-20 06:45:00,0.0,0.0,0.0,15.4,908.5,22.5,0.0,50.0
2019-04-20 07:00:00,8.0,0.0,8.0,15.4,908.5,22.6,0.061467,50.0
2019-04-20 07:15:00,28.0,1.0,24.0,15.9,908.7,22.3,0.617067,50.0
2019-04-20 07:30:00,54.0,6.0,42.0,16.6,908.8,20.9,1.387067,50.0
2019-04-20 07:45:00,80.0,11.0,58.0,17.0,908.9,20.1,2.3142,50.0
2019-04-20 08:00:00,115.0,16.0,74.0,17.8,908.9,18.9,3.624267,50.0
2019-04-20 08:15:00,167.0,19.0,88.0,18.2,909.0,19.0,5.3728,50.0
2019-04-20 08:30:00,217.0,19.0,100.0,19.2,909.0,17.4,7.962467,50.0
2019-04-20 08:45:00,274.0,20.0,111.0,20.2,909.0,15.7,10.576599,50.0
2019-04-20 09:00:00,339.0,20.0,120.0,21.2,909.0,14.3,13.371933,50.0
2019-04-20 09:15:00,416.0,21.0,128.0,21.9,908.9,13.1,16.2546,50.0
2019-04-20 09:30:00,493.0,21.0,136.0,22.3,908.9,12.4,18.998133,50.0
2019-04-20 09:45:00,563.0,24.0,141.0,23.0,908.8,12.1,21.750732,50.0
2019-04-20 10:00:00,623.0,24.0,147.0,23.2,908.7,11.1,24.452267,50.0
2019-04-20 10:15:00,676.0,22.0,151.0,24.2,908.6,10.5,26.889599,50.0
2019-04-20 10:30:00,719.0,22.0,160.0,24.9,908.3,9.5,29.031666,50.0
2019-04-20 10:45:00,753.0,23.0,168.0,25.6,908.2,8.4,31.048065,50.0
2019-04-20 11:00:00,789.0,22.0,172.0,26.1,908.0,8.1,32.72053,50.0
2019-04-20 11:15:00,837.0,23.0,180.0,26.8,907.9,7.0,34.069,50.0
2019-04-20 11:30:00,898.0,23.0,183.0,27.0,907.7,6.2,35.855732,50.0
2019-04-20 11:45:00,898.0,24.0,183.0,27.5,907.5,6.2,37.272533,50.0
2019-04-20 12:00:00,894.0,27.0,195.0,28.0,907.5,5.8,37.745064,50.0
2019-04-20 12:15:00,915.0,27.0,218.0,27.8,907.5,5.6,38.2814,50.0
2019-04-20 12:30:00,926.0,33.0,244.0,27.5,907.2,5.5,38.969067,50.0
2019-04-20 12:45:00,951.0,38.0,256.0,28.2,907.0,5.1,39.311,50.0
2019-04-20 13:00:00,969.0,41.0,255.0,28.7,906.8,4.4,40.224464,50.0
2019-04-20 13:15:00,972.0,47.0,270.0,28.6,906.6,4.5,39.490067,50.0
2019-04-20 13:30:00,997.0,41.0,263.0,28.6,906.3,4.4,39.415333,50.0
2019-04-20 13:45:00,1011.0,36.0,257.0,29.4,906.0,4.5,40.297466,50.0
2019-04-20 14:00:00,992.0,37.0,264.0,29.6,905.8,3.7,39.5792,50.0
2019-04-20 14:15:00,997.0,45.0,258.0,29.5,905.3,3.4,39.976265,50.0
2019-04-20 14:30:00,1006.0,56.0,259.0,29.7,905.3,3.6,38.864468,50.0
2019-04-20 14:45:00,958.0,57.0,273.0,29.1,905.2,4.2,37.4982,50.0
2019-04-20 15:00:00,930.0,65.0,259.0,29.4,904.9,3.3,36.456997,50.0
2019-04-20 15:15:00,930.0,72.0,252.0,29.9,904.7,3.4,35.217064,50.0
2019-04-20 15:30:00,921.0,77.0,240.0,29.7,904.5,2.9,35.507935,50.0
2019-04-20 15:45:00,846.0,79.0,233.0,30.2,904.3,2.5,32.861332,50.0
2019-04-20 16:00:00,779.0,84.0,227.0,29.7,904.0,3.5,30.970865,50.0
2019-04-20 16:15:00,784.0,83.0,249.0,30.7,903.7,2.4,30.030066,50.0
2019-04-20 16:30:00,709.0,78.0,233.0,30.5,903.3,2.3,19.145533,50.0
2019-04-20 16:45:00,656.0,71.0,252.0,30.2,903.2,3.1,22.603199,50.0
2019-04-20 17:00:00,623.0,58.0,248.0,30.6,902.9,2.6,23.053532,50.0
2019-04-20 17:15:00,541.0,55.0,206.0,30.0,902.7,3.1,20.853333,50.0
2019-04-20 17:30:00,476.0,42.0,194.0,30.5,902.6,3.2,18.155933,50.0
2019-04-20 17:45:00,423.0,45.0,180.0,30.1,902.4,3.3,15.989866,50.0
2019-04-20 18:00:00,332.0,42.0,156.0,30.1,902.5,3.5,13.174066,50.0
2019-04-20 18:15:00,177.0,11.0,118.0,29.9,902.5,3.9,8.023533,50.0
2019-04-20 18:30:00,220.0,28.0,126.0,29.6,902.5,4.2,8.146133,50.0
2019-04-20 18:45:00,179.0,25.0,112.0,29.8,902.5,3.7,6.575866,50.0
2019-04-20 19:00:00,137.0,18.0,96.0,29.7,902.1,3.7,4.958067,50.0
2019-04-20 19:15:00,98.0,11.0,76.0,29.3,902.4,4.5,3.456267,50.0
2019-04-20 19:30:00,66.0,6.0,55.0,29.2,902.5,4.5,2.225067,50.0
2019-04-20 19:45:00,38.0,2.0,33.0,28.8,902.5,4.9,1.184933,50.0
2019-04-20 20:00:00,18.0,1.0,16.0,28.4,902.6,5.7,0.3378,50.0
2019-04-20 20:15:00,3.0,1.0,3.0,27.8,902.6,5.9,0.0014,50.0
2019-04-20 20:30:00,0.0,0.0,0.0,27.5,902.8,7.0,0.0,50.0
2019-04-20 20:45:00,0.0,0.0,0.0,26.9,902.9,6.9,0.0,50.0
2019-04-20 21:00:00,0.0,1.0,0.0,26.2,903.1,7.6,0.0,50.0
2019-04-20 21:15:00,0.0,0.0,0.0,26.4,903.0,7.5,0.0,50.0
2019-04-20 21:30:00,0.0,1.0,0.0,25.5,903.2,8.1,0.0,50.0
2019-04-20 21:45:00,0.0,0.0,0.0,25.7,903.2,8.2,0.0,50.0
2019-04-20 22:00:00,0.0,1.0,0.0,25.1,903.4,8.6,0.0,50.0
2019-04-20 22:15:00,0.0,0.0,0.0,25.0,903.5,9.3,0.0,50.0
2019-04-20 22:30:00,0.0,0.0,0.0,24.7,903.5,9.3,0.0,50.0
2019-04-20 22:45:00,0.0,0.0,0.0,25.3,903.5,8.4,0.0,50.0
2019-04-20 23:00:00,0.0,0.0,0.0,25.5,903.5,8.7,0.0,50.0
2019-04-20 23:15:00,0.0,4.0,0.0,24.1,903.5,9.2,0.0,50.0
2019-04-20 23:30:00,0.0,0.0,0.0,24.0,903.5,10.0,0.0,50.0
2019-04-20 23:45:00,0.0,0.0,0.0,23.0,903.5,11.0,0.0,50.0
2019-04-21 00:00:00,0.0,1.0,0.0,22.9,903.5,10.9,0.0,50.0
2019-04-21 00:15:00,0.0,1.0,0.0,22.6,903.4,11.4,0.0,50.0
2019-04-21 00:30:00,0.0,0.0,0.0,22.9,903.4,11.3,0.0,50.0
2019-04-21 00:45:00,0.0,0.0,0.0,22.9,903.4,11.1,0.0,50.0
2019-04-21 01:00:00,0.0,0.0,0.0,22.7,903.3,11.4,0.0,50.0
2019-04-21 01:15:00,0.0,1.0,0.0,21.7,903.3,12.5,0.0,50.0
2019-04-21 01:30:00,0.0,0.0,0.0,21.7,903.2,12.4,0.0,50.0
2019-04-21 01:45:00,0.0,0.0,0.0,21.5,903.1,11.9,0.0,50.0
2019-04-21 02:00:00,0.0,1.0,0.0,20.9,903.2,13.0,0.0,50.0
2019-04-21 02:15:00,0.0,0.0,0.0,21.1,903.0,12.4,0.0,50.0
2019-04-21 02:30:00,0.0,2.0,0.0,20.0,903.0,13.6,0.0,50.0
2019-04-21 02:45:00,0.0,0.0,0.0,19.9,902.9,13.8,0.0,50.0
2019-04-21 03:00:00,0.0,1.0,0.0,19.8,902.8,13.8,0.0,50.0
2019-04-21 03:15:00,0.0,0.0,0.0,19.0,903.0,15.2,0.0,50.0
2019-04-21 03:30:00,0.0,0.0,0.0,19.6,902.8,13.6,0.0,50.0
2019-04-21 03:45:00,0.0,0.0,0.0,19.3,902.8,13.4,0.0,50.0
2019-04-21 04:00:00,0.0,1.0,0.0,19.1,902.6,12.7,0.0,50.0
2019-04-21 04:15:00,0.0,1.0,0.0,18.9,902.6,12.3,0.0,50.0
2019-04-21 04:30:00,0.0,1.0,0.0,18.4,902.6,12.4,0.0,50.0
2019-04-21 04:45:00,0.0,0.0,0.0,18.4,902.5,11.4,0.0,50.0
2019-04-21 05:00:00,0.0,0.0,0.0,19.4,902.4,8.9,0.0,50.0
2019-04-21 05:15:00,0.0,0.0,0.0,19.6,902.3,8.0,0.0,50.0
2019-04-21 05:30:00,0.0,0.0,0.0,20.0,902.3,6.8,0.0,50.0
2019-04-21 05:45:00,0.0,0.0,0.0,19.8,902.2,6.7,0.0,50.0
2019-04-21 06:00:00,0.0,0.0,0.0,19.3,902.3,7.0,0.0,50.0
2019-04-21 06:15:00,0.0,0.0,0.0,19.7,902.4,6.5,0.0,50.0
2019-04-21 06:30:00,0.0,0.0,0.0,19.5,902.6,6.5,0.0,50.0
2019-04-21 06:45:00,0.0,0.0,0.0,19.3,902.6,6.5,0.0,50.0
2019-04-21 07:00:00,8.0,0.0,8.0,19.4,902.7,6.5,0.053867,50.0
2019-04-21 07:15:00,27.0,1.0,26.0,19.3,902.9,6.5,0.685333,50.0
2019-04-21 07:30:00,53.0,1.0,47.0,19.7,903.0,6.2,1.4896,50.0
2019-04-21 07:45:00,78.0,5.0,63.0,19.8,903.1,6.2,2.423133,50.0
2019-04-21 08:00:00,110.0,10.0,85.0,20.2,903.2,5.9,3.7266,50.0
2019-04-21 08:15:00,159.0,14.0,105.0,21.2,903.4,4.5,5.418066,50.0
2019-04-21 08:30:00,214.0,17.0,119.0,22.2,903.6,3.7,7.925733,50.0
2019-04-21 08:45:00,272.0,18.0,131.0,21.8,904.0,4.7,10.4392,50.0
2019-04-21 09:00:00,337.0,20.0,142.0,21.9,904.1,8.1,13.122333,50.0
2019-04-21 09:15:00,429.0,36.0,150.0,22.7,904.3,8.9,16.118666,50.0
2019-04-21 09:30:00,498.0,40.0,155.0,22.9,904.2,10.4,18.711132,50.0
2019-04-21 09:45:00,539.0,38.0,155.0,23.5,904.1,9.4,21.231665,50.0
2019-04-21 10:00:00,629.0,42.0,160.0,24.2,904.1,9.1,24.688131,50.0
2019-04-21 10:15:00,679.0,44.0,161.0,24.6,904.2,9.0,26.999266,50.0
2019-04-21 10:30:00,726.0,45.0,166.0,25.1,904.1,8.8,27.351799,50.0
2019-04-21 10:45:00,762.0,50.0,171.0,25.2,903.8,7.8,27.415798,50.0
2019-04-21 11:00:00,804.0,52.0,173.0,25.6,903.8,7.6,28.7184,50.0
2019-04-21 11:15:00,857.0,57.0,175.0,25.8,903.3,8.1,29.4912,50.0
2019-04-21 11:30:00,892.0,58.0,181.0,26.1,903.5,6.6,30.536531,50.0
2019-04-21 11:45:00,908.0,47.0,185.0,26.6,903.5,6.2,29.256199,50.0
2019-04-21 12:00:00,923.0,29.0,193.0,26.8,903.4,5.6,29.1446,50.0
2019-04-21 12:15:00,936.0,23.0,201.0,27.2,903.3,5.3,30.899866,50.0
2019-04-21 12:30:00,963.0,24.0,212.0,27.4,903.1,6.1,35.386932,50.0
2019-04-21 12:45:00,985.0,26.0,211.0,28.4,903.2,4.1,40.41993,50.0
2019-04-21 13:00:00,986.0,26.0,215.0,28.1,903.0,4.2,41.648598,50.0
2019-04-21 13:15:00,1006.0,29.0,213.0,28.5,902.7,3.3,41.51353,50.0
2019-04-21 13:30:00,1036.0,27.0,199.0,29.0,902.4,3.5,42.5696,50.0
2019-04-21 13:45:00,1022.0,23.0,200.0,29.6,902.2,2.3,41.34653,50.0
2019-04-21 14:00:00,1016.0,25.0,210.0,29.0,902.0,3.2,41.2684,50.0
2019-04-21 14:15:00,1031.0,28.0,213.0,29.7,901.8,4.0,39.08673,50.0
2019-04-21 14:30:00,1022.0,38.0,210.0,29.7,901.5,3.4,36.025467,50.0
2019-04-21 14:45:00,1006.0,40.0,204.0,30.2,901.5,4.0,0.630667,50.0
2019-04-21 15:00:00,1010.0,49.0,174.0,29.7,901.2,4.6,0.5582,50.0
2019-04-21 15:15:00,993.0,57.0,161.0,30.2,901.0,4.2,0.5666,50.0
2019-04-21 15:30:00,971.0,61.0,153.0,30.0,900.9,4.0,12.300333,50.0
2019-04-21 15:45:00,922.0,73.0,149.0,30.2,900.6,4.1,34.467197,50.0
2019-04-21 16:00:00,878.0,79.0,144.0,30.1,900.3,4.1,34.455265,50.0
2019-04-21 16:15:00,815.0,76.0,140.0,30.8,900.1,3.8,32.50893,50.0
2019-04-21 16:30:00,753.0,76.0,138.0,30.8,900.0,3.8,30.744865,50.0
